,network_structure,loss,acc,f1
0,10,0.7396400863841429,0.6836158181987914,0.6813711438711438
1,25,0.7965727546120768,0.7118644003814223,0.7116895680328517
2,50,0.7344508682940639,0.6949152478390495,0.6888591476877477
3,100,0.7923084352649538,0.6892655303249251,0.6848275440956936
4,500,0.7289556534276844,0.7570621404944167,0.7552134508422345
5,1000,0.7707147918178536,0.7231638354096709,0.7220014131778837
6,10 25,0.8588909692009964,0.700564968047169,0.7014337851929092
7,10 50,0.7550506399849714,0.7231638492163965,0.7203435319377349
8,10 100,0.8036629214125165,0.7175141178955466,0.7152994531145791
9,10 500,0.7909171648618192,0.7288135667305208,0.7294672034276667
10,10 1000,0.8139407698717495,0.7288135529237952,0.7268928051106269
11,25 10,0.7680001629274443,0.7062146855612933,0.7070402503788138
12,25 50,0.7548938760649686,0.711864408463408,0.710146862483311
13,25 100,0.8191512870249775,0.6610169454482989,0.6482481550903776
14,25 500,0.8462941976590345,0.7005649734351594,0.6960468476574265
15,25 1000,0.7427758830415327,0.7401129879520438,0.7379002989902029
16,50 10,0.7740672449607634,0.7175141259775324,0.7152124454282728
17,50 25,0.7412933946329322,0.7570621543011423,0.753013475344141
18,50 100,0.8582178569782926,0.711864408463408,0.7109944987179357
19,50 500,0.7324803599530021,0.7344632842446451,0.732497459619955
20,50 1000,0.8106314219997428,0.6949152505330447,0.6964442625864343
21,100 10,0.718099599167452,0.7344632842446451,0.7356673796390109
22,100 25,0.8072296690806157,0.7344632704379195,0.7343949942524998
23,100 50,0.8386664437708882,0.7570621543011423,0.7550584612403345
24,100 500,0.8836146909638313,0.6836158155047961,0.6695253742241695
25,100 1000,0.8519408184256257,0.7344632788566546,0.7314720494900812
26,500 10,0.7968141823838659,0.7288135663937714,0.7238611199488916
27,500 25,0.7577419183348532,0.7401129879520438,0.7382577862454024
28,500 50,0.7487527468783707,0.7683615839414004,0.7671957671957673
29,500 100,0.8427948796816465,0.7627118718152666,0.7600096139117788
30,500 1000,1.0023735377748133,0.7514124340930227,0.7503423591658885
31,1000 10,0.7907959350758353,0.7288135529237952,0.7218311579759532
32,1000 25,0.8591665527914877,0.7118644057694128,0.7087061087061087
33,1000 50,0.887430825475919,0.7627118607025362,0.7597937076219968
34,1000 100,0.9872629204712345,0.7175141286715275,0.7121309715512614
35,1000 500,1.0607981351809312,0.6553672306281698,0.6447649572649573
36,10 25 50,0.8609531996613842,0.7175141259775324,0.7153861898681567
37,10 25 100,0.8101700800286848,0.7514124340930227,0.7534793734007365
38,10 25 500,0.9144798584577054,0.6836158128108009,0.6851728230232904
39,10 25 1000,0.9433752103040447,0.6440678009879117,0.6458521148786635
40,10 50 25,0.7897491024038886,0.7118644030754175,0.7088392740566655
41,10 50 100,0.8238566147405549,0.6779661091034022,0.6772807953964032
42,10 50 500,0.7832963305004572,0.7288135529237952,0.7281545973661282
43,10 50 1000,0.9331491040644673,0.7175141205895419,0.7163236007463083
44,10 100 25,0.7595261665387342,0.7175141317022722,0.7158746523030798
45,10 100 50,0.8421845456301156,0.7175141205895419,0.7169650468883205
46,10 100 500,0.9086758026295463,0.6779661064094069,0.6780895844576363
47,10 100 1000,0.9923886579308806,0.6892655303249251,0.682868286828683
48,10 500 25,0.8598222890816166,0.6497175215327807,0.6418300653594772
49,10 500 50,0.8531508425534782,0.6553672333221651,0.6564905528707029
50,10 500 100,0.8074324528376261,0.6440677898751814,0.6455948057610069
51,10 500 1000,0.7859947061808096,0.7118644003814223,0.7117825314641557
52,10 1000 25,0.836355455177652,0.6892655330189204,0.6893731640713017
53,10 1000 50,0.9326520686769216,0.6892655411009061,0.6873766370220271
54,10 1000 100,0.9080182778633247,0.7005649707411642,0.6960650927037482
55,10 1000 500,0.9013697595919593,0.7175141205895419,0.7164743443060596
56,25 10 50,0.8442881545104549,0.6949152505330447,0.6960166931389953
57,25 10 100,0.879381266690917,0.7062146909492838,0.7042332294123629
58,25 10 500,0.8318188453124742,0.7231638407976614,0.7205984264807794
59,25 10 1000,0.9397900178607574,0.7231638492163965,0.7206257273652299
60,25 50 10,0.8297231365731881,0.7118644030754175,0.7111440906637885
61,25 50 100,0.7643886720393337,0.7288135529237952,0.728333912640482
62,25 50 500,0.8185781415572948,0.6892655357129156,0.6880729793869595
63,25 50 1000,0.8610581792680557,0.69491525322704,0.6869527033175976
64,25 100 10,0.8036484105438836,0.7457627054661681,0.7450952192170109
65,25 100 50,0.9049892425537109,0.6892655437949013,0.6867797311722547
66,25 100 500,0.8941199254181426,0.7231638407976614,0.7212134575313075
67,25 100 1000,0.8001008498466621,0.7231638407976614,0.7174121854265492
68,25 500 10,0.8351975665927607,0.7457627054661681,0.743928090909665
69,25 500 50,0.8543472599848515,0.6892655330189204,0.6880049174569723
70,25 500 100,0.855728408037606,0.7231638492163965,0.7203129758474477
71,25 500 1000,0.8365954955418905,0.7288135556177905,0.7277537277537277
72,25 1000 10,0.9479209878350382,0.6836158124740515,0.6815520106347623
73,25 1000 50,0.8247060102258025,0.7005649653531737,0.6993129709039535
74,25 1000 100,0.8965317152314267,0.7231638354096709,0.7211392968402315
75,25 1000 500,0.937142185572177,0.740112990646039,0.7344028520499108
76,50 10 25,0.8797413359927593,0.7288135529237952,0.7260325589035714
77,50 10 100,0.8133888318713776,0.7005649653531737,0.7010369597960838
78,50 10 500,0.8627568624787412,0.7401129933400342,0.7367337065450273
79,50 10 1000,0.7730302989146131,0.7514124256742876,0.7508767444337914
80,50 25 10,0.8266625424562875,0.700564968047169,0.6995670995670996
81,50 25 100,0.940971501802994,0.6723163804765475,0.6717046969340547
82,50 25 500,0.7269694485233329,0.7344632815506499,0.7357296891768687
83,50 25 1000,0.8180563965086209,0.700564968047169,0.702528627230237
84,50 100 10,0.8129674000928631,0.7231638354096709,0.7178434243891861
85,50 100 25,0.8089221082838242,0.7231638407976614,0.721332214586397
86,50 100 500,0.781222272727449,0.7288135529237952,0.7276424507894216
87,50 100 1000,0.8920530814908992,0.7005649764659041,0.695876794535706
88,50 500 10,0.8027956532893208,0.7231638381036661,0.7216197935622396
89,50 500 25,0.7868379021095018,0.7344632842446451,0.7341365572342885
90,50 500 100,0.8227485202800082,0.7005649707411642,0.6991950464396286
91,50 500 1000,1.1659405965589533,0.6440678009879117,0.6386508687360154
92,50 1000 10,0.8822735480669528,0.7457627054661681,0.7419901971730624
93,50 1000 25,1.0348249882628016,0.6892655330189204,0.6879621545644244
94,50 1000 100,0.8247333522570335,0.672316385864538,0.6486561913848271
95,50 1000 500,0.9131102737060375,0.7288135667305208,0.7267228187487945
96,100 10 25,0.8137975776262876,0.7062146882552885,0.7035475939585529
97,100 10 50,0.792708147717061,0.7005649653531737,0.6988888888888889
98,100 10 500,0.8177635844817943,0.751412436787018,0.7484021829816223
99,100 10 1000,0.8752793848177808,0.7231638434916566,0.7133853558573712
100,100 25 10,0.7512955769980695,0.7514124313990275,0.7502737166445451
101,100 25 50,0.7965520458706354,0.7344632815506499,0.733189564651498
102,100 25 500,0.9807238221842017,0.6440677982939165,0.6359764970629856
103,100 25 1000,0.8434461025194934,0.7344632704379195,0.7322671458520514
104,100 50 10,0.8212300128182449,0.7401129933400342,0.736873815717635
105,100 50 25,0.8418729695896644,0.7457627081601633,0.7410951315649302
106,100 50 500,0.8284276515077063,0.7401130017587694,0.7368936359590567
