,network_structure,loss,acc,f1
0,10,0.7700905079221995,0.69491525322704,0.695125562662876
1,25,0.745653535013145,0.7570621489131518,0.7567105645294404
2,50,0.8100844914630309,0.7627118664272761,0.7606509270374816
3,100,0.6831499277535131,0.7796610108876633,0.7787966822449581
4,500,0.7498014178653222,0.7909604566918929,0.7877777777777778
5,1000,0.8464281720630193,0.7288135583117857,0.724738380200565
6,10 25,0.787283982597502,0.6779660979906718,0.6747420831954098
7,10 50,0.8274594558834356,0.706214693643279,0.7062315827609377
8,10 100,0.7548435505500621,0.7288135667305208,0.7267121490422461
9,10 500,0.7726296816168532,0.7344632704379195,0.7325672863120852
10,10 1000,0.7506630282617558,0.7457627138849032,0.7436664564687865
11,25 10,0.7775775173963126,0.7288135529237952,0.7274506699430227
12,25 50,0.8021869615646405,0.7344632731319147,0.730718954248366
13,25 100,0.8179376906594314,0.7005649707411642,0.6980818159035982
14,25 500,0.7807612257488703,0.7683615839414004,0.7696895922093732
15,25 1000,0.9185931500741991,0.7062146882552885,0.7034920634920635
16,50 10,0.7929400710736291,0.6949152478390495,0.6826469326469325
17,50 25,0.7874121393187571,0.7457627165788985,0.7435483940550917
18,50 100,0.8005050036866787,0.7231638434916566,0.7192571021808064
19,50 500,0.9169537515963538,0.7062146966740236,0.7066839566839566
20,50 1000,0.8531558301489232,0.7401129879520438,0.7410060605598487
21,100 10,0.7999813038077058,0.7118644057694128,0.7104977386057548
22,100 25,0.7995319113893024,0.7344632704379195,0.7325050508129566
23,100 50,0.8146219472427153,0.7344632815506499,0.7331567754102967
24,100 500,0.9099498030829565,0.7288135667305208,0.7282619740891237
25,100 1000,0.9505988864575402,0.7118644057694128,0.7099578503688092
26,500 10,0.7526113512152333,0.7570621431884119,0.7531407990818559
27,500 25,0.8221153475470462,0.7175141178955466,0.7142236432201999
28,500 50,0.8869062796824396,0.7740113068435152,0.7717355782892867
29,500 100,0.872697100800983,0.7570621543011423,0.753732252419873
