,network_structure,loss,acc,f1
0,10,0.7988912372265832,0.7118644141881479,0.7113810250500898
1,25,0.6664606699835782,0.7457627165788985,0.7454162236770933
2,50,0.7279168007064001,0.7514124313990275,0.7521393913389272
3,100,0.6707852260541107,0.7627118718152666,0.7604434902479854
4,500,0.7409741622579973,0.7457627081601633,0.742802676626206
5,1000,0.7653116816181248,0.7175141205895419,0.7152261240756342
6,10 25,0.726764704548033,0.7344632704379195,0.7350544937739109
7,10 50,0.7048505342612832,0.751412436787018,0.7480478375069222
8,10 100,0.7674150598251214,0.7062146882552885,0.7043049543049543
9,10 500,0.7803466239217984,0.7344632842446451,0.732497459619955
10,10 1000,0.8775824904441833,0.7118644003814223,0.7102564102564103
11,25 10,0.739064660449486,0.7570621404944167,0.756573300825825
12,25 50,0.7733552092212742,0.7288135529237952,0.7282521689412583
13,25 100,0.7563908638927223,0.7344632788566546,0.7348445567870029
14,25 500,0.8547082011309047,0.7118644141881479,0.7120879120879121
15,25 1000,0.7498128340069183,0.7796610246943889,0.7793263933936717
16,50 10,0.652908733335592,0.7683615866353957,0.7640105025340417
17,50 25,0.7587114831822067,0.7457627165788985,0.7438976784771177
18,50 100,0.8449860898788366,0.7457627054661681,0.7450411223996131
19,50 500,0.8271309965747898,0.7796610243576395,0.7760902315850587
20,50 1000,0.7813146333236479,0.7740113068435152,0.7724644131928899
21,100 10,0.741404731394881,0.7344632731319147,0.7339605224890304
22,100 25,0.834713468443876,0.7005649761291547,0.7011687689257782
23,100 50,0.6804694735397727,0.7401130017587694,0.7321472618427699
24,100 500,0.8642362763652693,0.7288135667305208,0.7308416180112743
25,100 1000,0.957714479521843,0.7627118718152666,0.7558904404075005
26,500 10,0.8430376120206327,0.7231638407976614,0.7188959468997312
27,500 25,0.8883383395308155,0.7175141205895419,0.71213282247765
28,500 50,0.8450132712806012,0.7401129933400342,0.7366836860302067
29,500 100,0.8962520455236489,0.7062146855612933,0.6914098972922503
30,500 1000,1.0554557540322427,0.7570621404944167,0.7523503110223916
31,1000 10,0.8584558485591479,0.7457627054661681,0.7404887585532748
32,1000 25,0.9276476983970168,0.6892655357129156,0.6833786285399189
33,1000 50,0.9412066451573776,0.7401130017587694,0.7375218812612042
34,1000 100,0.9094531525999813,0.7401129990647741,0.7393818373781191
35,1000 500,1.0879962706969957,0.7231638407976614,0.7117845117845117
36,10 25 50,0.756597565055567,0.7344632815506499,0.7338894681960375
37,10 25 100,0.7895087135040154,0.7570621404944167,0.7528320802005012
38,10 25 500,0.8325684461216468,0.7175141178955466,0.7159308916844785
39,10 25 1000,0.7115233914326813,0.779661018969649,0.7761538461538461
40,10 50 25,0.7771633169745321,0.7175141205895419,0.7150167672702885
41,10 50 100,0.7733054076884426,0.7175141178955466,0.7161870296042895
42,10 50 500,0.6757584018895855,0.751412436787018,0.7488189730407623
43,10 50 1000,0.743616154301638,0.7288135529237952,0.7266462698320488
44,10 100 25,0.79262594482993,0.751412436787018,0.7493542626755096
45,10 100 50,0.7765679191061332,0.6949152589517799,0.6874123599407453
46,10 100 500,0.7833933032165139,0.6836158239235313,0.678788226359483
47,10 100 1000,0.8163067287644424,0.7457627192728937,0.7437363834422658
48,10 500 25,0.8036944303808913,0.7570621543011423,0.7564451706608569
49,10 500 50,0.7601013601163013,0.7457627192728937,0.7439254022483058
50,10 500 100,0.8631051950535532,0.7401130017587694,0.737942487942488
51,10 500 1000,0.8348335711295995,0.7118644057694128,0.7062625546496514
52,10 1000 25,0.8042160764252398,0.7175141290082769,0.7155893793336716
53,10 1000 50,0.8981801392668385,0.6723163912525285,0.6693209584689107
54,10 1000 100,0.7266539651795295,0.751412436787018,0.747453459782227
55,10 1000 500,0.9246530876321307,0.7118644030754175,0.7105820105820105
56,25 10 50,0.7004761480342196,0.7627118580085409,0.7591372170811422
57,25 10 100,0.7754003179948882,0.7457627054661681,0.7428872497365648
58,25 10 500,0.9758717559151731,0.6836158208927866,0.6845391975826759
59,25 10 1000,0.8070872752679943,0.7175141317022722,0.7162946846370931
60,25 50 10,0.7811428928105845,0.7118644030754175,0.7112913638737091
