,network_structure,loss,acc,f1
0,10,0.8087616849080318,0.6779660952966765,0.6726643763359218
1,25,0.7885055925886509,0.7401129879520438,0.7410966130525591
2,50,0.7122522084052954,0.7514124256742876,0.7502894306156261
3,100,0.7471015207511557,0.7344632842446451,0.7356089224680696
4,500,0.7516505398319266,0.7853107391777685,0.7833275010595643
5,1000,0.7886865108700122,0.7627118691212713,0.7635021385021385
6,10 25,0.8292227495188094,0.6949152616457751,0.6889597672206369
7,10 50,0.7677776345425407,0.7288135667305208,0.7282619740891237
8,10 100,0.7315034175996726,0.7457627054661681,0.7477760202467575
9,10 500,0.8029668388393639,0.6497175158080408,0.6443377350940375
10,10 1000,0.8649022629705526,0.7457627138849032,0.7477590231032033
11,25 10,0.8513208499736031,0.7288135529237952,0.7303070761014685
12,25 50,0.8187640346376236,0.7344632815506499,0.736202869536203
13,25 100,0.8107828945763367,0.7627118718152666,0.7632552198279899
14,25 500,0.8115265871171897,0.751412436787018,0.750789708733634
15,25 1000,0.7616089047011683,0.7288135556177905,0.728482886065185
16,50 10,0.7577704989303977,0.6836158239235313,0.6796004036493875
17,50 25,0.7590684884012082,0.7683615893293909,0.7651860744297719
18,50 100,0.854750384045186,0.7627118718152666,0.7616539596111451
19,50 500,0.903464992167586,0.7457627054661681,0.744686788755279
20,50 1000,0.8447179605731856,0.7514124287050322,0.7519418208278293
21,100 10,0.8169938915193418,0.7401129879520438,0.7401194116790447
22,100 25,0.7927566584894212,0.7231638492163965,0.7202855623908255
23,100 50,0.7829458531686815,0.7570621543011423,0.7560246163083043
24,100 500,0.9238238765695,0.7344632842446451,0.734784505123546
25,100 1000,0.9296149661985494,0.7457627192728937,0.745541207952139
26,500 10,0.8112430242495349,0.751412436787018,0.7507503910019633
27,500 25,0.7688984870910645,0.7683615839414004,0.7671019550452174
28,500 50,0.8534714225995339,0.7401130017587694,0.7386388345292455
29,500 100,0.9230822432512618,0.7570621516071471,0.7578809226761892
30,500 1000,1.082416809884842,0.6779660952966765,0.6742251263947896
31,1000 10,0.8551771674452529,0.7401129879520438,0.7394179894179893
32,1000 25,0.8749057946905578,0.7570621516071471,0.7585173902005585
33,1000 50,0.8970591937754787,0.7570621431884119,0.7581445081445081
34,1000 100,0.981861875892359,0.7514124340930227,0.752591734708639
35,1000 500,1.0222648119522353,0.7175141232835371,0.7171826130630322
36,10 25 50,0.7708775424687876,0.7401129990647741,0.7395836176321128
37,10 25 100,0.8307245969772339,0.6892655330189204,0.6789305491715366
38,10 25 500,0.9011109414073707,0.7062146855612933,0.7077313338182903
39,10 25 1000,0.8500296854029941,0.7288135529237952,0.7251721300163058
40,10 50 25,0.7679588249174215,0.7231638354096709,0.7234887868664116
41,10 50 100,0.855564297929322,0.7231638407976614,0.7243680380371028
42,10 50 500,0.839862492798412,0.6949152562577846,0.6910507292994748
43,10 50 1000,0.916634009382819,0.7118644111574033,0.7136296510641694
44,10 100 25,0.8137952988430605,0.7005649707411642,0.7010025264742246
45,10 100 50,0.7973375209307266,0.7231638381036661,0.7225679980396963
46,10 100 500,0.7802582706435252,0.7344632704379195,0.7312618047912166
47,10 100 1000,0.9068444893185028,0.7344632815506499,0.731697508037184
48,10 500 25,0.8086791186682922,0.7514124287050322,0.7525061575915372
49,10 500 50,0.8176336271614678,0.7457627081601633,0.7432184536458225
50,10 500 100,0.9748341713921499,0.700564968047169,0.7009774954758773
51,10 500 1000,0.924065907796224,0.672316385864538,0.6728753426866635
52,10 1000 25,0.8055042712028417,0.7344632731319147,0.7331592569687807
53,10 1000 50,0.8153960607146139,0.7175141178955466,0.7196000321905681
54,10 1000 100,0.7333753088773307,0.7457627138849032,0.7465824915824916
55,10 1000 500,0.7962783598630442,0.7175141317022722,0.7138499844382197
56,25 10 50,0.8085278797957857,0.7401129879520438,0.7387436456063908
57,25 10 100,0.7843920352768763,0.7570621543011423,0.7562019566736549
58,25 10 500,0.9110940728483901,0.7514124256742876,0.7516483682666425
59,25 10 1000,0.8344012404565757,0.7175141286715275,0.7177982387015609
60,25 50 10,0.7779341663344431,0.7457627054661681,0.7440213043661319
61,25 50 100,0.8233723323897454,0.7401129879520438,0.7383496887594557
62,25 50 500,0.7889486467097439,0.7175141205895419,0.714313979515819
63,25 50 1000,0.8079805963456967,0.700564968047169,0.7040500274445228
64,25 100 10,0.7547513475525851,0.7288135636997761,0.7267121490422461
65,25 100 50,0.8541288524024231,0.7570621458824072,0.7543958584180498
66,25 100 500,0.813961543605826,0.6836158181987914,0.6833138658947404
67,25 100 1000,0.8894436473900316,0.7231638465224013,0.7247664077451312
68,25 500 10,0.7800299707105605,0.7514124313990275,0.7506721239115607
69,25 500 50,0.8321817123283775,0.7288135556177905,0.7297123879297395
70,25 500 100,0.8609857417769351,0.7457627054661681,0.7443168721485874
71,25 500 1000,0.9569415642043292,0.7231638434916566,0.7197786963162335
72,25 1000 10,0.9308165298343378,0.7118644030754175,0.7095579742638566
73,25 1000 50,0.9192095065520982,0.7231638465224013,0.722358656949852
74,25 1000 100,0.9530436750185691,0.7231638461856519,0.7212336622453983
75,25 1000 500,0.9350867251218375,0.6949152505330447,0.6976397710342664
76,50 10 25,0.825616109505885,0.7457627081601633,0.7445591791386184
77,50 10 100,0.8172390545155369,0.7288135556177905,0.7260003629434717
78,50 10 500,0.8956822389263218,0.7288135667305208,0.7286696528104168
79,50 10 1000,0.7989441459461794,0.7231638407976614,0.7227611743371818
80,50 25 10,0.8386590117115086,0.7457627054661681,0.7435185185185184
81,50 25 100,0.750573846579945,0.7401130017587694,0.7386542903765867
82,50 25 500,0.8586829995031411,0.7627118691212713,0.76308057937502
83,50 25 1000,0.8821317641075048,0.7118644057694128,0.7060531132590476
84,50 100 10,0.8389303340750226,0.7288135529237952,0.7276424507894216
85,50 100 25,0.8866253464908923,0.7231638407976614,0.7236501582295976
86,50 100 500,0.871567011216266,0.7683615785534099,0.7680304989430043
87,50 100 1000,1.0107964967603738,0.7231638354096709,0.7272510305460026
88,50 500 10,0.8990477949885999,0.7231638354096709,0.7228729984223086
89,50 500 25,0.8037703936382875,0.7401130017587694,0.7386954781912766
90,50 500 100,0.9342828881269121,0.7062146909492838,0.7060253542132737
91,50 500 1000,0.9569027511413488,0.7231638407976614,0.7170062252405206
92,50 1000 10,0.783730028039318,0.7514124340930227,0.7514064059522729
93,50 1000 25,0.8374939459865376,0.7401129933400342,0.7401891687605974
94,50 1000 100,0.9023345052185705,0.7570621543011423,0.7561157796451914
95,50 1000 500,0.9612711998028943,0.7514124229802923,0.7474443379141366
96,100 10 25,0.7896100420736324,0.7514124340930227,0.7527436181057107
97,100 10 50,0.8605665736279245,0.7401130017587694,0.7398535273940855
98,100 10 500,0.8188314245919049,0.7401129879520438,0.7393627733242646
99,100 10 1000,0.9079858825705146,0.7231638381036661,0.7242075661422019
100,100 25 10,0.7498679093721896,0.7740112957307848,0.7705420352479176
101,100 25 50,0.7891408676481516,0.7570621404944167,0.7572241347075784
102,100 25 500,0.7912706992046982,0.7288135529237952,0.7310231692880095
103,100 25 1000,0.9128607356615659,0.6892655441316508,0.6832844715197656
104,100 50 10,0.857829920652896,0.7570621435251613,0.7567616463138851
105,100 50 25,0.840026681032558,0.7062146882552885,0.7062721528740946
106,100 50 500,0.9526431331526761,0.6892655437949013,0.6892108805077252
107,100 50 1000,0.9275948186378694,0.73446327582591,0.7328598978532224
108,100 500 10,0.9346347804796897,0.7344632704379195,0.7327350427350429
109,100 500 25,0.9285605415112554,0.7344632842446451,0.7333474945125431
110,100 500 50,0.9836476354275719,0.6723163804765475,0.6698573573573574
111,100 500 1000,1.1259706067500141,0.6836158181987914,0.6768835640602289
112,100 1000 10,0.9857471373121617,0.7062146909492838,0.7071645406676499
113,100 1000 25,0.9842857088746324,0.7175141286715275,0.7097604803541296
114,100 1000 50,0.9652026359644313,0.7288135640365255,0.7273497990479122
115,100 1000 500,1.1054505722670904,0.73446327582591,0.7353816781759576
116,500 10 25,0.8313262445778496,0.7514124340930227,0.7501138874723781
117,500 10 50,0.9245447705021013,0.7288135667305208,0.7273497990479122
118,500 10 100,0.8828457833009925,0.7570621516071471,0.7561923954721642
119,500 10 1000,1.0555607585583704,0.706214682867298,0.6945994176763408
120,500 25 10,0.9220876683623104,0.7288135529237952,0.7325068623940805
121,500 25 50,0.9557207526460205,0.7514124256742876,0.7525848259793214
122,500 25 100,0.9568158563247509,0.7457627192728937,0.7444649226827446
123,500 25 1000,1.1859023126505188,0.7118644030754175,0.7093484548290862
124,500 50 10,0.9478257342246966,0.7457627192728937,0.7395874165308466
125,500 50 25,1.0261234839757283,0.7175141317022722,0.7193015298278457
126,500 50 100,0.9922082343343961,0.7457627138849032,0.7470710506424793
127,500 50 1000,1.1398440154932312,0.7231638381036661,0.7236141005404889
128,500 100 10,0.9152335080049806,0.7288135613425303,0.7299986661331199
129,500 100 25,1.0545292574133576,0.7231638434916566,0.7242434430731087
130,500 100 50,0.9827489320841213,0.7740113041495199,0.7736106490303024
131,500 100 1000,1.2870374439799852,0.6892655330189204,0.6813616851352701
132,500 1000 10,1.0971035398332412,0.7457627108541586,0.7436294743134954
133,500 1000 25,0.9594906144222971,0.7966101688180266,0.7981421714664018
134,500 1000 50,1.1855036215593586,0.7457627054661681,0.744360109635252
135,500 1000 100,1.1674257732380582,0.7231638465224013,0.725060199518404
136,1000 10 25,0.9020165252146748,0.7344632731319147,0.7329679232932905
137,1000 10 50,1.0392472319683785,0.7401130017587694,0.7377816222360122
138,1000 10 100,1.0220825345502735,0.6666666602684279,0.664003156752491
139,1000 10 500,1.0971181911263763,0.7401130017587694,0.7391587163020147
140,1000 25 10,0.9870019161095054,0.7401129879520438,0.7397682334361781
141,1000 25 50,0.9448098260804084,0.7570621431884119,0.7579755414087165
142,1000 25 100,1.0520204238298922,0.7062146939800285,0.7031011801654002
143,1000 25 500,0.9950336157265356,0.7740113041495199,0.7764203013843449
144,1000 50 10,1.0937558210502236,0.7175141178955466,0.7176264194266658
145,1000 50 25,0.9730802235630273,0.7514124229802923,0.7489177489177488
146,1000 50 100,1.0649208281673281,0.6949152478390495,0.6966405466695927
147,1000 50 500,1.0475181866500338,0.740112990646039,0.7431512496172238
148,1000 100 10,1.0109352769151245,0.7062146963372742,0.7033114275282951
149,1000 100 25,1.0975973410794964,0.6666666656564184,0.6687333101126205
150,1000 100 50,0.9682638901101668,0.7288135556177905,0.7309933231964942
151,1000 100 500,1.2021342441860565,0.7457627054661681,0.7477886977886978
152,1000 500 10,1.1193855468836207,0.7457627192728937,0.7480195127253951
153,1000 500 25,0.981996282345831,0.7401129933400342,0.7397641108838796
154,1000 500 50,0.9685965554188873,0.7062146912860332,0.7028508771929826
155,1000 500 100,1.2138478870445726,0.706214693643279,0.7059102657813536
156,10 25 50 100,0.9311791358694519,0.6666666602684279,0.6618928273063611
157,10 25 50 500,0.82500719956759,0.7344632815506499,0.7343590063014523
158,10 25 50 1000,0.860389745841592,0.700564968047169,0.7001313011246787
159,10 25 100 50,0.8377395322767355,0.7062146855612933,0.7060715223835791
160,10 25 100 500,0.9090884883525008,0.6949152586150305,0.6932925301594567
161,10 25 100 1000,0.7622851510505891,0.7118644003814223,0.7108665269042627
162,10 25 500 50,0.9404791593551636,0.6497175131140456,0.6361896653084392
163,10 25 500 100,0.8572517798445319,0.7062146855612933,0.7065415575349351
164,10 25 500 1000,0.8172653815840597,0.7457627192728937,0.7442302304958938
165,10 25 1000 50,0.9060693581899008,0.7288135583117857,0.7261692994592512
166,10 25 1000 100,0.8769692687665002,0.6779661091034022,0.6791081329963361
167,10 25 1000 500,0.799498952041238,0.7344632788566546,0.73468720821662
168,10 50 25 100,0.8375277128596764,0.7570621458824072,0.7528532776057529
169,10 50 25 500,0.7567080919351955,0.6892655357129156,0.6802646579389627
170,10 50 25 1000,0.8281001573228567,0.7118644030754175,0.712118216656573
171,10 50 100 25,0.8117004902349354,0.7175141178955466,0.7160044005838399
172,10 50 100 500,0.8273151984996041,0.7344632842446451,0.7305054707967328
173,10 50 100 1000,0.7676522637491172,0.7062146882552885,0.7048924255820808
174,10 50 500 25,0.8642317794137082,0.6892655414376555,0.6873231005841668
175,10 50 500 100,0.8469892376560276,0.7175141205895419,0.7169600769600769
176,10 50 500 1000,0.9370227520075222,0.7175141317022722,0.7130395711118362
177,10 50 1000 25,0.8277433211520567,0.7005649710779136,0.699777530589544
178,10 50 1000 100,0.8792090927813686,0.7175141232835371,0.7161570313744227
179,10 50 1000 500,0.788586786574563,0.7288135640365255,0.7282331370391941
180,10 100 25 50,0.8111348583199883,0.7401129879520438,0.7404258654103891
181,10 100 25 500,0.8593349692511694,0.7005649734351594,0.6985847233371986
182,10 100 25 1000,0.8113697794197643,0.7175141178955466,0.7171549797896112
183,10 100 50 25,0.7991649138051912,0.7514124340930227,0.7480930340239013
184,10 100 50 500,0.786858277805781,0.7344632815506499,0.7346049924394537
185,10 100 50 1000,0.8977892109229739,0.7118644003814223,0.711796379720908
186,10 100 500 25,0.809352072282026,0.7062146939800285,0.7002263263906183
187,10 100 500 50,0.7858590082933674,0.7231638434916566,0.7247860105002962
188,10 100 500 1000,0.862969684062031,0.69491525322704,0.6915830794335468
189,10 100 1000 25,0.8089482211797251,0.7231638492163965,0.7240133974078927
190,10 100 1000 50,0.8288082345730841,0.740112990646039,0.7370797471904053
191,10 100 1000 500,0.7017494844178022,0.7514124313990275,0.7492273510694433
192,10 500 25 50,0.878477624580685,0.7175141205895419,0.7177723047720147
193,10 500 25 100,0.7519340505034237,0.740112990646039,0.7388256902476598
194,10 500 25 1000,0.8489892873386878,0.7175141205895419,0.7113111474813603
195,10 500 50 25,0.8001398615917917,0.7401129963707789,0.7378516110910477
196,10 500 50 100,0.8664655079275875,0.7118644003814223,0.7141946747209905
197,10 500 50 1000,0.8368205663848058,0.6779660952966765,0.6785118451785119
198,10 500 100 25,0.8317950357825069,0.7344632842446451,0.7304603582920736
199,10 500 100 50,0.8611916145362423,0.6836158128108009,0.6694874737043411
200,10 500 100 1000,0.8136955499649048,0.6949152562577846,0.6917091015994168
201,10 500 1000 25,0.8987448107724809,0.6892655384069108,0.6785782141933853
202,10 500 1000 50,0.8571652631975163,0.7175141205895419,0.7169312169312169
203,10 500 1000 100,1.0016167992252414,0.6666666629624232,0.6682416435937563
204,10 1000 25 50,0.7532521641187075,0.6949152535637894,0.6925082977714556
205,10 1000 25 100,0.7839504884461225,0.706214682867298,0.7092241092241093
206,10 1000 25 500,0.8489176802716013,0.7175141317022722,0.7175297882194434
207,10 1000 50 25,0.8336336205234636,0.6892655384069108,0.6804518394678413
208,10 1000 50 100,0.7174153267327001,0.7344632731319147,0.7349477622867372
209,10 1000 50 500,0.8434465234562502,0.7118644003814223,0.7126292857346329
210,10 1000 100 25,0.82451461331319,0.7401129990647741,0.7400798463131716
211,10 1000 100 50,0.764045196064448,0.7570621516071471,0.7557877323581907
212,10 1000 100 500,0.9308741658420886,0.6779661060726575,0.6745696426127141
213,10 1000 500 25,0.787521367692678,0.7118644141881479,0.710519439563905
214,10 1000 500 50,0.8819638497411868,0.7344632842446451,0.7346974931349101
215,10 1000 500 100,0.9485544639792146,0.7005649788231499,0.6962003563036476
216,25 10 50 100,0.7183254492484917,0.7401129879520438,0.7359496756780288
217,25 10 50 500,0.8546707609952506,0.7457627054661681,0.749182139443456
218,25 10 50 1000,0.8696241729003561,0.7175141205895419,0.7148395378145009
219,25 10 100 50,0.8304726451130237,0.7401130017587694,0.7412370704628377
220,25 10 100 500,0.8793239317371346,0.7005649653531737,0.70134438861218
221,25 10 100 1000,0.8420722336418884,0.7514124283682828,0.744882154882155
222,25 10 500 50,0.808574522955943,0.7344632704379195,0.7340256512670306
223,25 10 500 100,0.7454898013906964,0.7175141205895419,0.7168377931207335
224,25 10 500 1000,0.8514803045213559,0.706214682867298,0.7061868430289482
225,25 10 1000 50,0.8763687725121019,0.7288135556177905,0.725227979308241
226,25 10 1000 100,0.835241925244951,0.6892655330189204,0.6874889742272834
227,25 10 1000 500,0.9393760221826155,0.6949152559210352,0.6940740740740741
228,25 50 10 100,0.8100941679571981,0.7344632842446451,0.733799876292229
229,25 50 10 500,0.772077270820316,0.7401130017587694,0.739738222660676
230,25 50 10 1000,0.7818929549664427,0.7288135556177905,0.7305990200727043
231,25 50 100 10,0.8375249824954965,0.7005649764659041,0.6974630011226187
232,25 50 100 500,0.8271591744180453,0.6892655303249251,0.6829423531551192
233,25 50 100 1000,0.8115923835732842,0.7118644141881479,0.7128105932678306
234,25 50 500 10,0.8871915273073703,0.7288135556177905,0.7265059176823883
235,25 50 500 100,0.8379303839920604,0.7401130017587694,0.7389937106918238
236,25 50 500 1000,0.837920263998926,0.7457627192728937,0.7456533165142436
237,25 50 1000 10,0.9074228059100566,0.6892655357129156,0.6804125192305016
238,25 50 1000 100,0.8341567331114731,0.7005649737719088,0.6990440115440116
239,25 50 1000 500,0.8724195532879587,0.7457627081601633,0.7449452861320908
240,25 100 10 50,0.7902381231555831,0.7231638381036661,0.7232804232804232
241,25 100 10 500,0.7387235238727203,0.7627118664272761,0.7607480702718797
242,25 100 10 1000,0.8176385117115947,0.6723163915892779,0.6638309388494711
243,25 100 50 10,0.7916394448549734,0.7062146966740236,0.7067009077878644
244,25 100 50 500,0.7887193075681137,0.7457627054661681,0.7442618675013041
245,25 100 50 1000,0.9206350523199739,0.6553672333221651,0.6490295529857306
246,25 100 500 10,0.771106868477191,0.7457627054661681,0.7447389059538593
247,25 100 500 50,0.7726253648262239,0.69491525322704,0.6924864853494878
248,25 100 500 1000,1.006191299123279,0.6836158266175265,0.6860894949644671
249,25 100 1000 10,0.8591288334905764,0.7062146966740236,0.7072853733731929
250,25 100 1000 50,0.9432640560602737,0.677966100684667,0.6670085664900185
251,25 100 1000 500,0.9235335420080497,0.711864408463408,0.7118224336873427
252,25 500 10 50,0.8335869847717932,0.706214682867298,0.7063378886908299
253,25 500 10 100,0.8115515698820858,0.7514124229802923,0.7485805085378566
254,25 500 10 1000,0.9723421301545396,0.7062146855612933,0.7067873303167419
255,25 500 50 10,0.8532074130861099,0.7118644030754175,0.714511611039292
256,25 500 50 100,0.9144249548346309,0.7062146882552885,0.7016984835738477
257,25 500 50 1000,0.9805744145549623,0.6610169481422942,0.662818157963789
258,25 500 100 10,0.9654500982855673,0.6666666710444089,0.6599358974358974
259,25 500 100 50,0.9864860281432416,0.6610169454482989,0.6606984606984607
260,25 500 100 1000,1.03811242486124,0.6553672306281698,0.6369414692199502
261,25 500 1000 10,0.8966954273019133,0.700564968047169,0.6953005115089513
262,25 500 1000 50,0.9533775135622187,0.7344632731319147,0.7321981721981722
263,25 500 1000 100,0.8845326408828046,0.7062146882552885,0.7038359788359788
264,25 1000 10 50,0.8432009425540429,0.6779660952966765,0.6725322873470735
265,25 1000 10 100,0.8350490580844341,0.7344632842446451,0.7332910490805228
266,25 1000 10 500,0.8674586789082672,0.6949152505330447,0.6872912894332172
267,25 1000 50 10,0.779819645787363,0.7740112987615294,0.7716560679292824
268,25 1000 50 100,0.827193508377183,0.7401129933400342,0.7360866340305593
269,25 1000 50 500,0.8608499533039028,0.740112990646039,0.7386542903765867
270,25 1000 100 10,0.8399076791806409,0.7062146882552885,0.70968720821662
271,25 1000 100 50,0.8571325203793198,0.7005649653531737,0.7032840722495894
272,25 1000 100 500,0.9036362821099448,0.7288135556177905,0.7246653378769369
273,25 1000 500 10,0.9628558017439761,0.6723163885585333,0.6539220649729964
274,25 1000 500 50,0.8496286138302862,0.7288135529237952,0.7253029157791063
275,25 1000 500 100,0.9394854664129052,0.7288135583117857,0.7247441616373655
276,50 10 25 100,0.8167537036588637,0.7344632731319147,0.7350689808633734
277,50 10 25 500,0.8770450784661675,0.6836158128108009,0.6794847479058005
278,50 10 25 1000,0.9578326139072914,0.7175141232835371,0.7178971894568225
279,50 10 100 25,0.8451943730903884,0.7344632704379195,0.7324625060474118
280,50 10 100 500,0.8334058300923493,0.7344632704379195,0.7368231696348264
281,50 10 100 1000,0.8876367053069637,0.7231638434916566,0.7234980674696986
282,50 10 500 25,0.8961619549551926,0.7514124229802923,0.750747394815885
283,50 10 500 100,0.9242426877641409,0.7231638407976614,0.7214360013712765
284,50 10 500 1000,0.9429988473822168,0.7288135586485351,0.7272563884713419
285,50 10 1000 25,0.898377936438652,0.7005649707411642,0.6979090705444424
286,50 10 1000 100,0.7782346623092048,0.7514124340930227,0.74818144649714
287,50 10 1000 500,0.9099772831814438,0.7231638354096709,0.719019710448282
288,50 25 10 100,0.7899667748623649,0.7175141178955466,0.7192832746789581
289,50 25 10 500,0.918928699641578,0.7118644141881479,0.7140720984866119
290,50 25 10 1000,0.8814359431886404,0.7175141232835371,0.7169719196931951
291,50 25 100 10,0.9087935345994551,0.7231638407976614,0.7203149341080376
292,50 25 100 500,0.8540238909802195,0.7457627054661681,0.7451758763572575
293,50 25 100 1000,0.8573891123135885,0.7118644030754175,0.7127411289414235
294,50 25 500 10,0.8886104128455038,0.7344632815506499,0.7354385735389514
295,50 25 500 100,1.0058276121225733,0.7288135667305208,0.7284619397295454
296,50 25 500 1000,0.9328350273229308,0.7005649683839184,0.7028503024608943
297,50 25 1000 10,0.9197499624079903,0.6949152589517799,0.697336917994195
298,50 25 1000 100,0.9478108007355598,0.6836158155047961,0.6834473507712944
299,50 25 1000 500,0.8586140460213699,0.7175141286715275,0.7183520617867064
300,50 100 10 25,0.8134988694541199,0.7570621431884119,0.7556461026729983
