,network_structure,loss,acc,f1
0,10,0.7821183682835035,0.6723163888952827,0.6672475658203266
1,25,0.6696763190172487,0.7457627138849032,0.7474154878479866
2,50,0.722153547456709,0.7344632704379195,0.7347921966501928
3,100,0.7156009485492598,0.7457627165788985,0.7466797835710772
4,500,0.6686203974788472,0.7796610162756538,0.779454479630158
5,1000,0.7284593329591266,0.7570621408311661,0.7580629882788156
6,10 25,0.7312787431108076,0.706214682867298,0.706119243304082
7,10 50,0.7895611881536279,0.7514124340930227,0.7475213675213674
8,10 100,0.7658900470383423,0.7005649653531737,0.7016497324106606
9,10 500,0.8114429240846365,0.6949152589517799,0.6869215291750503
10,10 1000,0.7664465971585721,0.7344632704379195,0.7348598339779069
11,25 10,0.7580787391312378,0.7401129990647741,0.7394102176710873
12,25 50,0.7281739991263482,0.7175141178955466,0.7166702099243922
13,25 100,0.7514611853044585,0.7288135640365255,0.7292761919108233
14,25 500,0.7444974961927382,0.745762711190908,0.7456665224994831
15,25 1000,0.722778454002014,0.7457627192728937,0.7455455096303304
16,50 10,0.7305494179833407,0.7514124340930227,0.7513288891793565
17,50 25,0.7479921619770891,0.7062146855612933,0.7094320486815415
18,50 100,0.7496870880746572,0.7288135529237952,0.727369826435247
19,50 500,0.7609748702264775,0.7514124340930227,0.7487125134183957
20,50 1000,0.7999457474482261,0.7457627054661681,0.7452830188679246
21,100 10,0.6867354953356382,0.7457627138849032,0.7461277040716293
22,100 25,0.7585119941813797,0.7062146966740236,0.7036824999631391
23,100 50,0.7340954282862991,0.7570621404944167,0.7576255878414152
24,100 500,0.8929789477148972,0.7231638354096709,0.722776420768254
25,100 1000,0.9063877682227873,0.7231638465224013,0.718028430475028
26,500 10,0.7449653296820862,0.7514124313990275,0.7498517768021314
27,500 25,0.7554595574820783,0.751412436787018,0.7511012263305842
28,500 50,0.8072650701986195,0.7288135613425303,0.7296290318575721
29,500 100,0.7972697184584235,0.7683615812474052,0.7695227477836174
30,500 1000,0.8848499510921327,0.7796610135816585,0.7758489768922926
31,1000 10,0.6905657716390103,0.751412436787018,0.7505849662405435
32,1000 25,0.8831319014231364,0.7288135667305208,0.7261217886494532
33,1000 50,1.0317558171385426,0.7118644003814223,0.7116922114482328
