,network_structure,loss,acc,f1
0,10,0.7918426677332087,0.6610169565610293,0.658276311502118
1,25,0.753753721040521,0.6666666740751536,0.6637321595304789
2,50,0.6984987652907937,0.7344632788566546,0.7334733893557424
3,100,0.7685059605345215,0.7062146909492838,0.7064632520948364
4,500,0.7779908638216008,0.7288135583117857,0.7272899008748066
5,1000,0.778681209531881,0.7231638434916566,0.7201038310060867
6,10 25,0.7640682522859951,0.7175141290082769,0.7188026242945554
7,10 50,0.7662170246496038,0.7175141178955466,0.7164657884082345
8,10 100,0.8196788696245959,0.6779661091034022,0.6807934707718192
9,10 500,0.7830171820807592,0.7401129909827884,0.742045819779868
10,10 1000,0.8846838474273682,0.7288135613425303,0.7285534572505435
11,25 10,0.8114759531398278,0.6327683632656679,0.6307643672423547
12,25 50,0.7682899445463709,0.7118644030754175,0.7131368457659537
13,25 100,0.7974481259362173,0.7118644114941527,0.7120879120879121
14,25 500,0.7779427271778301,0.6949152505330447,0.6948823997367687
15,25 1000,0.8349499244474422,0.6892655303249251,0.684606832423691
16,50 10,0.7959448213631151,0.7401130017587694,0.7397534180142875
17,50 25,0.812195497717561,0.711864408463408,0.7118036680608615
18,50 100,0.8194112286055829,0.7401129990647741,0.7382870885872782
19,50 500,0.808424552618447,0.6892655330189204,0.6836576553045144
20,50 1000,0.7966703621007628,0.7231638354096709,0.7228844598973606
21,100 10,0.7924851899766653,0.7401130017587694,0.7391146589259797
22,100 25,0.7234412414879449,0.7796610216636443,0.7763974163801767
23,100 50,0.7371940444418266,0.740112990646039,0.738915307223213
24,100 500,0.8002171331206284,0.7570621543011423,0.757039699178064
25,100 1000,0.9252874258547853,0.740112990646039,0.7379498376220033
26,500 10,0.8470678113948154,0.6892655384069108,0.6868167789214419
27,500 25,0.7990784874070163,0.7344632785199052,0.731848184818482
28,500 50,0.8250408226487327,0.7627118718152666,0.76144280846139
29,500 100,0.8826661002164506,0.7344632842446451,0.7313858386222697
